A链球菌群感染	衰弱	症状	"A链球菌群(group A streptococci)又称化脓性链球菌(streptococcus pyogenes)是人类...、衰弱反应迟钝,极易引起菌血症、败血症实际上TSLS患者多伴有严重的软组织感染。..."
A链球菌群感染	伤口感染	症状	"A链球菌群(group A streptococci)又称化脓性链球菌(streptococcus pyogenes)是人类...3.皮肤及软组织感染 新生儿脐部感染;婴幼儿可患脓疱病;手术伤口感染等。蜂窝织..."
A链球菌群感染	头痛	症状	"组链球菌所引起的严重感染侵袭性A链球菌群(invasive group A streptococcus ...患者可有发热咽痛头痛等症状检查可见咽部及扁桃体充血、水肿以及脓性渗出物,可..."
A链球菌群感染	咽喉炎	症状	"A链球菌群(group A streptococci)又称化脓性链球菌(streptococcus pyogenes)是人类细菌感染中最重要的病原之一。引起的感染主要有急性咽炎急性扁桃体炎,也可致肺部感染..."
A链球菌群感染	脓疱	症状	"A链球菌群(group A streptococci)又称化脓性链球菌(streptococcus pyogenes)是人类...感染与肾炎发病有关如呼吸系感染菌12型以及致脓疱疮的49型均为引起肾炎的常见..."
A链球菌群感染	扁桃体发炎	症状	"A链球菌群(group A streptococci)又称化脓性链球菌(streptococcus pyogenes)是人类细菌感染中最重要的病原之一。引起的感染主要有急性咽炎急性扁桃体炎,也可致肺部感染..."
A链球菌群感染	咽痛	症状	"组链球菌所引起的严重感染侵袭性A链球菌群(invasive group A streptococcus ...患者可有发热咽痛头痛等症状检查可见咽部及扁桃体充血、水肿以及脓性渗出物,可..."
A链球菌群感染	扁桃体充血	症状	"A链球菌群(group A streptococci)又称化脓性链球菌(streptococcus pyogenes)是人类细菌感染中最重要的病原之一。引起的感染主要有急性咽炎急性扁桃体炎,也可致肺部感染..."
A链球菌群感染	发烧	症状	"组链球菌所引起的严重感染侵袭性A链球菌群(invasive group A streptococcus ...链球菌致热性外毒素(SPE)除可引起发热化脓皮疹外,近年认为还具有超抗原(super..."
Bazin硬红斑	红斑样皮疹	症状	"硬红斑(erythema induratum)又名硬结性红斑,或Bazin病,或硬结性皮肤结核(tuberculosis cutis indurativa),是一种深部血源性皮肤结核。文献上还有另一种硬红斑,叫Wh..."
Bazin硬红斑	皮下结节	症状	"皮疹初起为豌豆或蚕豆大的坚韧活动的皮下结节,逐渐增大,可达核桃至鸡卵大,表皮...Bazin硬红斑图册 WIKI..."
Bazin硬红斑	炎性细胞浸润	症状	"硬红斑(erythema induratum)又名硬结性红斑,或Bazin病,或硬结性皮肤结核(tuberculosis...血管的改变甚为显著,为血管炎改变,血管内皮细胞肿胀、变性或增生,血栓形成,..."
Behcet病	低烧	症状	"白塞病(Behcet’s disease,BD)是一种全身性、慢性、血管炎性疾病。临床上以口腔溃疡、生殖器溃疡、眼炎及皮肤损害为突出表现,又称为口-眼-生殖器综合征(白塞..."
Behcet病	食欲不振	症状	"白塞氏病 外文名: Behcetdisease  别名: 丝绸之路病 病原学: 口腔黏膜...毒性反应有骨髓受抑制、恶心呕吐、食欲不振,腹泻与便秘等。  3、肾上腺皮质激..."
Behcet病	红斑结节	症状	"白塞病(Behcet’s disease,BD)是一种全身性、慢性、血管炎性疾病。临床上以...4) 皮肤病变:由医生观察到或患者诉说的结节性红斑、假性毛囊炎或丘疹性脓疱;或..."
Behcet病	周身不适	症状	"白塞病(Behcet’s disease,BD)是一种全身性、慢性、血管炎性疾病。临床上以口腔溃疡、生殖器溃疡、眼炎及皮肤损害为突出表现,又称为口-眼-生殖器综合征(白塞..."
B疱疹病毒感染	反复发作的带状疱疹	症状	"别名: 缠腰龙、缠腰蛇 病原学: 水痘-带状疱疹病毒感染  季节分布: 春秋 传染病: 是  传播途径: 呼吸道粘膜 就诊科室: 皮肤性病科  发病部位: 肋间神经,颈..."
CM1神经节苷脂贮积症	伸舌样痴呆	症状	"CM1神经节苷脂贮积症(CM1gangliosidosis)是由β-半乳糖苷酶缺乏而引起的一种...征样粗笨面容,前额突出,鼻梁扁平,眼间距增宽齿龈肥厚,伸舌、短颈和多毛症多数..."
CM1神经节苷脂贮积症	面部多毛	症状	"尿中也可排出过多的黏多糖脑内神经元沉积物CM1脑苷脂也较Ⅰ型低。  临床表现/CM1神经节苷脂贮积症 编辑  1.Ⅰ型又称全身性神经节苷脂贮积症,亦称婴儿型..."
CM1神经节苷脂贮积症	齿龈肥厚	症状	"CM1神经节苷脂贮积症(CM1gangliosidosis)是由β-半乳糖苷酶缺乏而引起的一种...眼间距增宽齿龈肥厚,伸舌、短颈和多毛症多数病例无角膜浑浊,但所有病人均有..."
CM1神经节苷脂贮积症	前额及颧骨突出	症状	"CM1神经节苷脂贮积症(CM1gangliosidosis)是由β-半乳糖苷酶缺乏而引起的一种...粗笨面容,前额突出,鼻梁扁平,眼间距增宽齿龈肥厚,伸舌、短颈和多毛症多数病例..."
CM1神经节苷脂贮积症	抽风	症状	"CM1神经节苷脂贮积症(CM1gangliosidosis)是由β-半乳糖苷酶缺乏而引起的一种...多在3～5岁夭折,常死于反复抽风及呼吸道感染Ⅲ型预后较前者都好,可活到40～..."
CM1神经节苷脂贮积症	短颈	症状	"CM1神经节苷脂贮积症(CM1gangliosidosis)是由β-半乳糖苷酶缺乏而引起的一种...短颈和多毛症多数病例无角膜浑浊,但所有病人均有腰椎改变和眼底黄斑部有樱桃..."
CM1神经节苷脂贮积症	眼距宽阔	症状	"CM1神经节苷脂贮积症(CM1gangliosidosis)是由β-半乳糖苷酶缺乏而引起的一种...鼻梁扁平,眼间距增宽齿龈肥厚,伸舌、短颈和多毛症多数病例无角膜浑浊,但所有..."
CM1神经节苷脂贮积症	鼻梁平塌	症状	"CM1神经节苷脂贮积症(CM1gangliosidosis)是由β-半乳糖苷酶缺乏而引起的一种...前额突出,鼻梁扁平,眼间距增宽齿龈肥厚,伸舌、短颈和多毛症多数病例无角膜浑浊..."
COPD	咳嗽	症状	"基本信息 编辑信息模块  中文名: 慢性阻塞性肺疾病 外文名: COPD  别名: 慢阻肺 传染病: 否  临床表现: 慢性咳嗽、咳痰 就诊科室: 内科 ..."
COPD	呼吸困难	症状	"呼吸困难(呼吸窘迫)是呼吸功能不全的重要表现,病人主观上感到空气不足、客观上表现...对慢性肺疾病如慢性阻塞性肺疾病(COPD)、支气管哮喘等做肺功能测定,诊断肺功能..."
COPD	喘息	症状	"(4)喘息和胸闷:不是COPD的特异性症状。部分患者特别是重度患者有喘息;胸部紧闷..."
COPD	咳痰	症状	"基本信息 编辑信息模块  中文名: 慢性阻塞性肺疾病 外文名: COPD  别名: 慢阻肺 传染病: 否  临床表现: 慢性咳嗽、咳痰 就诊科室: 内科 ..."
Castleman病	肝肿大	症状	"血清中出现大量单株IgM,无骨骼破坏无肾损害,临床上有肝、脾淋巴结肿大,约半数...castleman病图册 WIKI..."
Castleman病	发烧	症状	"伴全身症状(如发热)及肝脾肿大,常有多系统受累的表现如肾病综合征、淀粉样变、...castleman病图册 WIKI..."
Castleman病	乏力	症状	"而本病临床症状轻微,仅有乏力或脏器受压后产生的症状,最主要的是病理上的不同...castleman病图册 WIKI..."
Castleman病	淋巴结肿大	症状	"Castleman病(Castleman’s disease,CD)属原因未明的反应性淋巴结病之一,临床较为少见。其病理特征为明显的淋巴滤泡、血管及浆细胞呈不同程度的增生,临床上以深部..."
Castleman病	脾肿大	症状	"骨髓瘤细胞多浸润肝脾、淋巴结及肾脏。CD淋巴结肿大明显,淋巴结活检可鉴别。 ...castleman病图册 WIKI..."
Chance骨折	纵行骨折	症状	"指横越椎骨的屈曲牵张性骨折,多见于高速公路紧急刹车时上身突然前屈所致。近年来临床上常遇见此种骨折,亦可将其视为屈曲型骨折的一个特殊类型。Chance骨折是Chance..."
Chance骨折	粉碎性骨折	症状	"相关词条/Chance骨折 编辑  滑囊炎 股骨头坏死 脱臼 粉碎性骨折 椎间盘突出 ..."
Chance骨折	骨裂	症状	"指横越椎骨的屈曲牵张性骨折,多见于高速公路紧急刹车时上身突然前屈所致。近年来临床上常遇见此种骨折,亦可将其视为屈曲型骨折的一个特殊类型。Chance骨折是Chance..."
Chance骨折	压缩型骨折	症状	"近年来临床上常遇见此种骨折,亦可将其视为屈曲型骨折的一个特殊类型。Chance...治疗/Chance骨折 编辑  原则上按照椎体屈曲压缩骨折处理,但手术率较一般屈曲性骨折..."
Coats病	视网膜脱离	症状	"病因/coats病 编辑  本病是一种视网膜血管异常,血管内皮细胞屏障作用丧失,以致血浆大量渗出于视网膜神经上皮层下,导致视网膜广泛脱离的视网膜病变。但这种视网膜血管..."
EB病毒感染	淋巴结肿大	症状	"免疫性/EB病毒 编辑  人体感染EBV后能诱生抗EBNA抗体,抗EA抗体,抗VCA抗体及抗...临床上主要表现有高热,肝、脾、淋巴结肿大,肝功能异常,凝血障碍,外周血常规全血..."
EB病毒感染	发烧	症状	"免疫性/EB病毒 编辑  人体感染EBV后能诱生抗EBNA抗体,抗EA抗体,抗VCA抗体及抗...IM主要症状表现为:发热、咽痛、皮疹、肝脾淋巴结肿大,血液系统改变可以累及三系,..."
EB病毒感染	食欲减退	症状	"免疫性/EB病毒 编辑  人体感染EBV后能诱生抗EBNA抗体,抗EA抗体,抗VCA抗体及抗..."
EB病毒感染	恶心与呕吐	症状	"免疫性/EB病毒 编辑  人体感染EBV后能诱生抗EBNA抗体,抗EA抗体,抗VCA抗体及抗..."
Felty综合征	脾肿大	症状	"费尔蒂综合征(Felty综合征)是指除有典型的类风湿关节炎临床表现外,还伴有脾脏肿大和白细胞计数减少的一种严重型类风湿关节炎。白细胞计数减少的原因与脾功能亢进,..."
Felty综合征	厌食	症状	"费尔蒂综合征(Felty综合征)是指除有典型的类风湿关节炎临床表现外,还伴有脾脏...1.全身不适、发热、疲倦、厌食、消瘦。 2.皮肤暴露处出现棕色色素沉着,甚呈黑色..."
Felty综合征	小腿溃疡	症状	"3.皮肤或粘膜溃疡,尤小腿溃疡。 4.脾肿大,个别呈巨脾。 5.部分患者全身淋巴...FELTY综合症图册 WIKI..."
Felty综合征	消瘦	症状	"费尔蒂综合征(Felty综合征)是指除有典型的类风湿关节炎临床表现外,还伴有脾脏...临床表现:潜伏期为8-22月,临床症状有发热、消瘦、腹泻等。继之出现机体感染的..."
Felty综合征	周身不适	症状	"费尔蒂综合征(Felty综合征)是指除有典型的类风湿关节炎临床表现外,还伴有脾脏...1.全身不适、发热、疲倦、厌食、消瘦。 2.皮肤暴露处出现棕色色素沉着,甚呈黑色..."
Fuchs角膜内皮营养不良	视力障碍	症状	"少数患者发生角膜基质和上皮水肿可引起视力显著减退。Fuchs于1910年首先描述这一临床现象,随后认识到它与原发性角膜内皮营养不良有关,角膜上皮和基质的改变为继发的..."
Fuchs角膜内皮营养不良	滴状角膜	症状	"Fuchs内皮营养不良(Fuchs endothelial dystrophy),又叫滴状角膜(cornea guttata)是一种常见现象,随年龄其发生率显著增加。许多滴状角膜患者,角膜其他方面表现正常且不..."
Fuchs角膜内皮营养不良	角膜灼伤刮伤	症状	"Fuchs内皮营养不良(Fuchs endothelial dystrophy),又叫滴状角膜(cornea guttata)是一种常见现象,随年龄其发生率显著增加。许多滴状角膜患者,角膜其他方面表现正常且不..."
Fuchs角膜内皮营养不良	角膜混浊	症状	"Fuchs于1910年首先描述这一临床现象,随后认识到它与原发性角膜内皮营养不良有关,角膜上皮和基质的改变为继发的。 角膜图册 原发性角膜点状混浊有3种临床类型:第..."
Gardner综合征	皮下囊肿	症状	"粉瘤埋藏于皮肤或皮下组织内,与皮肤粘连,基底可移动。皮表可见开口小孔,推动囊肿时,此处与皮肤粘连甚紧,并见略微凹陷而出现小坑,即为直接通达皮肤表面的腺体所在..."
HIV相关呼吸道感染	咳嗽	症状	"万方数据期刊论文上呼吸道感染后慢性咳嗽患者呼吸功能测定及分析 - 实用医学杂志 ...艾滋病 过敏性紫癜 做爱 牙科训练机器人 禽流感 黑色素瘤 喉炎 人粒细胞无形体..."
HIV相关呼吸道感染	呼吸衰竭	症状	"HIV相关呼吸道感染病因,HIV相关呼吸道感染症状,HIV相关呼吸道感染治疗方法,HIV相关呼吸道感染怎么办等相关疾病知识,并提供免费的HIV相关..."
Kartagener综合征	呼吸困难	症状	"多在15岁前发病,自幼开始反复咳嗽,咳脓痰带血丝或咯血,并有发热、呼吸困难、...kartagener性综合征图册 WIKI..."
Kartagener综合征	发烧	症状	"多在15岁前发病,自幼开始反复咳嗽,咳脓痰带血丝或咯血,并有发热、呼吸困难、...kartagener性综合征图册 WIKI..."
Kartagener综合征	发绀	症状	"自幼开始反复咳嗽,咳脓痰带血丝或咯血,并有发热、呼吸困难、发绀等,肺部闻及...kartagener性综合征图册 WIKI..."
Kartagener综合征	脓痰	症状	"多在15岁前发病,自幼开始反复咳嗽,咳脓痰带血丝或咯血,并有发热、呼吸困难、...kartagener性综合征图册 WIKI..."
Mirizzi综合征	胆绞痛	症状	"临床上Mirizzi综合征多无特异性的症状和体征,临床表现与胆总管结石不易区别。本病多见于老年人,大多数Mirizzi综合征患者有胆囊结石病史,有反复发作的胆绞痛及黄疸,..."
POEMS综合征	肌肉萎缩	症状	"肌肉萎缩症是指一组损坏人体肌肉的遗传性疾病。上海交通大学转化医学研究院(TEL:021-60709699)专家组表示肌营养不良症表现为进行性骨骼肌萎缩,肌肉蛋白质缺失,和肌肉..."
POEMS综合征	感觉障碍	症状	"养生百科  方剂大全 中医偏方 中医词典 名医堂 中药...不过没关系,今天小编就来为大家介绍一下poems综合征...常为首发症状,表现为四肢对称性运动、感觉障碍,下肢..."
PUVA雀斑样痣	面部斑点	症状	"中文名: PUVA雀斑样痣 临床表现: 浅棕色斑点色素异常脸上长斑  就诊科室: 皮肤..."
Pancoast综合征	腋窝痛	症状	"肺癌或 纵隔肿瘤患者出现持续性剧烈的肩痛、 腋窝痛及 上肢痛,同时可出现患侧...Pancoast综合征图册 WIKI..."
Pancoast综合征	瞳孔异常	症状	"侧 眼睑下垂、 眼球凹陷、 瞳孔缩小、患侧面部无汗及感觉异常等Horner综合征表现...Pancoast综合征图册 WIKI..."
Pancoast综合征	肩痛	症状	"肺癌或 纵隔肿瘤患者出现持续性剧烈的肩痛、 腋窝痛及 上肢痛,同时可出现患侧...Pancoast综合征图册 WIKI..."
Q热	肝脏肿大	症状	"肝肉芽肿病是一种由多种原因引起的,伴有或不伴有肝脏炎症反应和纤维化的浸润性...性单核细胞增多症,巨细胞 病毒)较少见,以及其他感染如立克次体病(Q热),..."
Reiter综合征	关节肿胀	症状	"Reiter综合征是全身性疾病,有3个主要改变:即非特异性尿道炎、多发性关节炎、结膜炎和(或)葡萄膜炎的眼部改变。Reiter对此有全面的描述,因而称Reiter综合征(RS)。..."
Reiter综合征	关节疼痛	症状	"Reiter综合征是全身性疾病,有3个主要改变:即非特异性尿道炎、多发性关节炎、结膜炎和(或)葡萄膜炎的眼部改变。Reiter对此有全面的描述,因而称Reiter综合征(RS)。..."
Reiter综合征	丘疹	症状	"Reiter综合征是全身性疾病,有3个主要改变:即非特异性尿道炎、多发性关节炎、...整个外生殖均可见散在性界限清楚、顶端糜烂性丘疹。皮肤及小阴唇活检符合Reiter..."
Reiter综合征	关节肿大	症状	"Reiter综合征是全身性疾病,有3个主要改变:即非特异性尿道炎、多发性关节炎、结膜炎和(或)葡萄膜炎的眼部改变。Reiter对此有全面的描述,因而称Reiter综合征(RS)。..."
Reiter综合征	尿痛	症状	"Reiter综合征是全身性疾病,有3个主要改变:即非特异性尿道炎、多发性关节炎、...2.泌尿生殖系:绝大部分为男性尿道炎,有尿痛、排尿困难、尿道分泌粘液或脓性..."
SARS	恶心与呕吐	症状	"诊断:在确诊SARS诊断的基础上,患者出现不同程度的恶心、呕吐、食欲减退、腹泻,腹泻...互动百科网友 newdate中国语言文学助教 百科小神仙中国语言文学教授..."
SARS	怕冷	症状	"SARS,即传染性非典型肺炎,全称严重急性呼吸综合症(Severe Acute Respiratory Syndromes),简称SARS,是一种因感染SARS相关冠状病毒而导致的以发热、干咳、胸闷为主要症状..."
SARS	咳嗽	症状	"2.症状与体征 发热(>38℃)和咳嗽、呼吸加速,气促,或呼吸窘迫综合征,肺部罗音...SARS图册26..."
SARS	发烧	症状	"SARS,即传染性非典型肺炎,全称严重急性呼吸综合症(Severe Acute Respiratory Syndromes),简称SARS,是一种因感染SARS相关冠状病毒而导致的以发热、干咳、胸闷为主要症状..."
SARS	关节疼痛	症状	"是一症状名称,由关节本身或全身性病变所引起。主要由骨关节炎、类风湿性...万方数据期刊论文SARS患者激素治疗与预后关节痛的研究 - 中国危重病急救医学 - ..."
SARS的胃肠道感染	肚子疼	症状	"(infectious atypical pneumonia)”是一种由新型冠状病毒(SARS-CoV)感染所致的急性呼吸道传染病,由于传染性强,进展迅速,具有较高的病死率,曾经在世界范围内对人类..."
SARS的胃肠道感染	水样便	症状	"大便多呈黄色稀水样。不伴腹痛。即可确诊SARS的胃肠道感染。 实验室检查: 1...."
SARS的胃肠道感染	发烧	症状	"症状体征/SARS的胃肠道感染 编辑  病原体图册 报道了40例危重SARS患者中的8例出现腹泻。8人均为老年患者,入院时均有发热,初期发热超过39℃,这8例患者在发病的第..."
SARS的胃肠道感染	恶心与呕吐	症状	"诊断检查/SARS的胃肠道感染 编辑  预防传染的人群图册 诊断:在确诊SARS诊断的基础上,患者出现不同程度的恶心、呕吐、食欲减退、腹泻,腹泻每天10次以内,持续3～8天..."
SAS	肺纤维化	症状	"肺纤维化是由多种原因而引起的肺脏损伤,病理过程早期以下呼吸道急性炎症反应为主..."
SAS	疲劳	症状	"疲惫-疲惫,是指极度疲劳形容非常疲乏,或者使...非常疲惫。-pibei... 疲惫,是指极度疲劳形容非常疲乏,或者使...非常...互动百科的词条(含所附图片)系由网友上传,..."
SAS	清晨或上午头痛	症状	"BANDARI)乐团 ,2002年发行的专集《迷雾森林》中的一首乐曲--New Morning 清晨..."
SAS	白天嗜睡夜间失眠	症状	"失眠所困扰,连续两个晚上不睡觉,就可发生...个问题,疾病的折磨让他们无法正常入睡,白天精力就会..."
SAS	打呼噜	症状	"第二类:单纯性打鼾,常年发生,尚未损害身体,但可能发展成睡眠呼吸暂停综合症(SAS..."
Shy-Drager综合征	直立性低血压晕厥	症状	"Shy-Drager 综合征为一种较少见的、病因未明的、发生于中老年人的进行性神经系统变性病,主要特征为逐渐发展的发作性晕厥、体位性低血压、性功能障碍、无汗等自主神..."
Shy-Drager综合征	头晕	症状	"Shy-Drager 综合征为一种较少见的、病因未明的、发生于中老年人的进行性神经系统变性病,主要特征为逐渐发展的发作性晕厥、体位性低血压、性功能障碍、无汗等自主神..."
Shy-Drager综合征	小脑性共济失调	症状	"Shy-Drager 综合征为多系统萎缩(multiple system atrophy)中较常见的一种变性病,常和遗传性小脑性共济失调或Parkinson 叠加综合征不能区别。除了广泛的中枢神经系统内..."
Shy-Drager综合征	易昏厥	症状	"Shy-Drager 综合征为一种较少见的、病因未明的、发生于中老年人的进行性神经系统变性病,主要特征为逐渐发展的发作性晕厥、体位性低血压、性功能障碍、无汗等自主神..."
Shy-Drager综合征	眼花	症状	"Shy-Drager 综合征为一种较少见的、病因未明的、发生于中老年人的进行性神经系统变性病,主要特征为逐渐发展的发作性晕厥、体位性低血压、性功能障碍、无汗等自主神..."
Shy-Drager综合征	步态异常	症状	"发展的发作性晕厥、体位性低血压、性功能障碍、无汗等自主神经功能异常和运动功能...SHY-DRAGER综合征图册 WIKI..."
Stargardt病	眼底改变	症状	"本病发病年龄在6～20岁,多在15岁以前发病男女均可得病,且双眼病变对称。  病因/Stargardt病 编辑  眼底黄色斑点症多为常染色体隐性遗传病常见于近亲结婚的后代,同..."
Stargardt病	昼盲	症状	"患者无夜盲而有程度不等的昼盲现象。视野检查在初期已可发现中心比较暗点,进行期...Stargardt病图册 WIKI..."
Stargardt病	视力障碍	症状	"中文名: Stargardt病 临床表现: 视盘倾斜视力障碍  就诊科室: 五官科 发病部位...Stargardt病图册 WIKI..."
Whitfield硬红斑	红斑结节	症状	"硬红斑自1861年由Bazin 首先描述,其病理表现为真皮深部及皮下结核结节或结核样...互动百科网友 不住翻叶大学生 tiger-c中国语言文学助教相关词条 神经性皮炎 ..."
β受体亢进症	过劳死	症状	"β受体亢进症的问题推荐、关于β受体亢进症的医生推荐、关于β受体亢进症的经验分享、关于β受体亢进症的专题集合.关于β受体亢进症的相关标签,..."
β受体亢进症	心尖部第1心音亢进	症状	"百科 > 疾病症状 > 心尖部第1心音亢进 ...第一心音:发生在心脏收缩期开始,音调低沉,持续时间...心血管内科内分泌科  β受体亢进症 胸闷心悸头晕过..."
δ-贮存池病	皮肤瘀斑	症状	"为皮肤、粘膜出血性斑片状病变, 瘀斑图册 性质同出血点, 多提示血液病 或疾病..."
Ⅰ型超敏反应性疾病	小支气管平滑肌挛缩	症状	"小支气管平滑肌挛缩是Ⅰ型超敏反应性疾病的主要病理变化之一。与Ⅰ型超敏反应有关的疾病包括特应性疾病[变应性鼻炎、过敏性结膜炎、特应性皮炎和过敏性哮喘(..."
Ⅱ型免疫母细胞性淋巴腺病	免疫力下降	症状	"型免疫母细胞性淋巴腺病基本相似,但预后不良,可以看作是淋巴系肿瘤的边缘性疾病,与免疫增生不良相似。根据病理与免疫学特征,已逐渐阐明本病不同于..."
Ⅱ型免疫母细胞性淋巴腺病	丘疹	症状	"治疗前 Ⅱ型免疫母细胞性淋巴腺病是由什 去医院必看 挂什么科: 肿瘤科 哪些症状: 发烧、丘疹、淋巴结肿大、脾肿大、肝肿大 好发人群..."
Ⅱ型免疫母细胞性淋巴腺病	淋巴结肿大	症状	"治疗前 Ⅱ型免疫母细胞性淋巴腺病是由什 去医院必看 挂什么科: 肿瘤科 哪些症状: 发烧、丘疹、淋巴结肿大、脾肿大、肝肿大 好发人群..."
Ⅱ型免疫母细胞性淋巴腺病	发烧	症状	"治疗前 Ⅱ型免疫母细胞性淋巴腺病是由什 去医院必看 挂什么科: 肿瘤科 哪些症状: 发烧、丘疹、淋巴结肿大、脾肿大、肝肿大 好发人群..."
Ⅱ型免疫母细胞性淋巴腺病	脾肿大	症状	"治疗前 Ⅱ型免疫母细胞性淋巴腺病是由什 去医院必看 挂什么科: 肿瘤科 哪些症状: 发烧、丘疹、淋巴结肿大、脾肿大、肝肿大 好发人群..."
一期梅毒	硬下疳	症状	"近卫淋巴结肿大,无论治疗与否均较硬下疳消退晚数 周至数月。这种近卫 淋巴结肿大,不仅是 一期梅毒的典型症状之一,而且因其消退晚,在必要时采纳淋巴结穿刺液以..."
一氧化碳中毒	眼花	症状	"一氧化碳中毒可造成以神经系统为主的脑、心、肺、肾等多脏器损害,中毒者常会感觉到头晕、眼花、恶心、呕吐、乏力,严重者会造成中毒者死亡。编辑摘要 ..."
一氧化碳中毒	昏迷	症状	"中文名: 一氧化碳中毒 外文名: carbonmonoxide poisoning  季节分布: 冬季 传染病: 否  临床表现: 头晕、恶心、乏力等,严重者可昏迷、休克等。 并发症: 迟发..."
一氧化碳中毒	红细胞增多	症状	"一氧化碳中毒图册 一氧化碳经呼吸道吸入肺泡,可迅速透过肺泡壁进入血液循环,然后再穿透红细胞壁,与红细胞内的血红蛋白结合,形成没有携带氧能力的碳氧血红蛋白。  ..."
一氧化碳中毒	抽搐	症状	"中文名: 一氧化碳中毒 外文名: carbonmonoxide poisoning  季节分布: 冬季 传染...3、头置冰袋以减轻脑水肿,对有昏迷或抽搐者,可在头部置冰袋,以减轻脑水肿。 ..."
一氧化碳中毒	四肢无力	症状	"中文名: 一氧化碳中毒 外文名: carbonmonoxide poisoning  季节分布: 冬季 传染病: 否  临床表现: 头晕、恶心、乏力等,严重者可昏迷、休克等。 并发症: 迟发..."
一氧化碳中毒	恶心	症状	"中文名: 一氧化碳中毒 外文名: carbonmonoxide poisoning  季节分布: 冬季 传染病: 否  临床表现: 头晕、恶心、乏力等,严重者可昏迷、休克等。 并发症: 迟发..."
一氧化碳中毒	头晕	症状	"中文名: 一氧化碳中毒 外文名: carbonmonoxide poisoning  季节分布: 冬季 传染病: 否  临床表现: 头晕、恶心、乏力等,严重者可昏迷、休克等。 并发症: 迟发..."
一氧化碳中毒	头痛	症状	"正常情况下空气中一氧化碳的浓度小于0.01%,当空气中一氧化碳浓度达到0.04%-0.06%时,就可出现轻度中毒表现:头痛、头晕、头胀、耳鸣、恶心、呕吐、心悸、站立不稳..."
一氧化碳中毒后迟发性脑病	脉数	症状	"一氧化碳中毒后迟发性脑病(Delayed encephalopathy after acute carbon monoxide poisoning,DEACMP)指一氧化碳中毒导致脑缺氧后,脑血管随即麻痹扩张,脑容积增大,脑内..."
一氧化碳中毒后迟发性脑病	恶心	症状	"一氧化碳中毒后迟发性脑病(Delayed encephalopathy after acute carbon monoxide poisoning,DEACMP)指一氧化碳中毒导致脑缺氧后,脑血管随即麻痹扩张,脑容积增大,脑内..."
一氧化碳中毒后迟发性脑病	四肢肌张力增强	症状	"一氧化碳中毒后迟发性脑病(Delayed encephalopathy after acute carbon monoxide ...患者可再次出现病情加重,表现为精神症状,反应迟钝,智能低下四肢肌张力增高大小便..."
一氧化碳中毒后迟发性脑病	面色潮红	症状	"一氧化碳中毒后迟发性脑病(Delayed encephalopathy after acute carbon monoxide ...(2)中度中毒:血液中碳氧血红蛋白在30%～40%除上述症状加重外出现面色潮红口唇..."
三叉神经痛	颜面发红紫色	症状	"百科 > 疾病症状 > 颜面发红紫色 颜面发红紫色 综述 症状起因 诊断详述 ...三叉神经痛 面部闪电疼痛咀嚼肌痉挛三叉神经分布...  神经内科  以上疾病都不是..."
