鼻咽癌,张口呼吸
鼻咽癌,鼻内似有擤不出的鼻涕
鼻咽癌,耳内闭塞感
鼻咽癌,吞咽困难
鼻咽癌,伸舌偏斜
鼻咽癌,腭部穿孔
鼻咽癌,鼻咽癌的远处转移
鼻咽癌的眼部病变,咽喉不利
鼻咽癌的眼部病变,咽喉疼痛
鼻咽癌的眼部病变,听力下降
鼻咽癌的眼部病变,流鼻涕
鼻咽癌的眼部病变,瘤细胞浸润
鼻咽癌的眼部病变,鼻塞
鼻咽肉瘤,咽鼓管堵塞
鼻咽肉瘤,鼻内痛
鼻咽肉瘤,鼻塞
鼻咽血管纤维瘤,颅神经麻痹
鼻咽血管纤维瘤,反复出血
鼻咽血管纤维瘤,鼻衄
鼻咽血管纤维瘤,听力减退
鼻咽血管纤维瘤,失血过多后贫血
鼻孢子虫病,瘤体坚硬
鼻息肉,鼻内似有擤不出的鼻涕
鼻息肉,鼻塞
鼻息肉,息肉
鼻息肉,蛙状鼻
鼻息肉,头痛
鼻恶性肉芽肿,鼻粘膜肿胀
鼻恶性肉芽肿,食欲较差
鼻恶性肉芽肿,鼻外部膨胀隆起
鼻恶性肉芽肿,鼻脓涕有臭味
鼻恶性肉芽肿,虚汗
鼻恶性肉芽肿,间歇性鼻阻塞
鼻恶性肉芽肿,低烧
鼻炎,鼻塞及反射性头痛
鼻炎,持续性咳嗽
鼻炎,鼻内似有擤不出的鼻涕
鼻炎,鼻粘膜苍白水肿
鼻炎,感染性鼻炎
鼻炎,鼻粘膜肿胀
鼻炎,鼻塞
鼻炎,打喷嚏
鼻炎,鼻痒
鼻炎,过强反向性鼻炎
鼻炎,鼻粘膜干燥发痒
鼻炎,变应性鼻炎
鼻炎,鼻黏膜和鼻甲萎缩
鼻瓣区狭窄,吸气时鼻腔阻塞
鼻疔,鼻前庭皮肤红肿疼痛
鼻疔,脸颊潮红
鼻疔,面色潮红
鼻疔,鼻端弥漫性潮红
鼻疖,鼻内痛
鼻疖,腮颊肿胀
鼻疽,淋巴结肿大
鼻疽,鼻黏膜溃疡
鼻疽,不规则热
鼻疽,皮肤坏死
鼻疽,蜂窝组织炎
鼻疽,肉芽肿
鼻疽,周身不适
鼻疽,呼吸困难
鼻疽假单胞菌肺炎,鼻粘膜溃疡
鼻疽假单胞菌肺炎,胸痛
鼻疽假单胞菌肺炎,肺部感染
鼻疽假单胞菌肺炎,呼吸急促
鼻疽假单胞菌肺炎,鼻内痛
鼻疽假单胞菌肺炎,脓肿
鼻疽假单胞菌肺炎,咳嗽
鼻疽假单胞菌肺炎,高热寒战
鼻硬结病,嗅觉丧失
鼻硬结病,结节
鼻硬结病,呼吸困难
鼻硬结病,头痛
鼻神经胶质瘤,结节
鼻窦创伤,脑脊液鼻漏
鼻窦创伤,张口困难
鼻窦创伤,瘀血
鼻窦创伤,呼吸异常
鼻窦创伤,鼻粘膜肿胀
鼻窦创伤,眶底爆折
鼻窦气压性创伤,鼻窦气压伤
鼻窦气压性创伤,牙疼
鼻窦气压性创伤,鼻分泌物增多
鼻窦炎,带血粘脓鼻涕
鼻窦炎,脓鼻涕增多且不易擤尽
鼻窦炎,鼻窦压痛
鼻窦炎,咽鼓管堵塞
鼻窦炎,眼眶疼痛
鼻窦鳞状细胞癌,鼻分泌物增多
鼻窦鳞状细胞癌,复视
鼻窦鳞状细胞癌,视力障碍
鼻窦鳞状细胞癌,结膜充血
鼻窦鳞状细胞癌的眼部病变,动眼神经麻痹
鼻窦鳞状细胞癌的眼部病变,复视
鼻窦鳞状细胞癌的眼部病变,眼睑浮肿
鼻窦鳞状细胞癌的眼部病变,视力障碍
鼻窦鳞状细胞癌的眼部病变,睑裂狭小
鼻窦鳞状细胞癌的眼部病变,鼻分泌物增多
鼻红粒病,鼻痒
鼻红粒病,脓疱
鼻红粒病,肢端发绀
鼻红粒病,丘疹
鼻红粒病,鼻端弥漫性潮红
鼻腔异物,疲劳
鼻腔异物,面色苍白
鼻腔异物,乏力
鼻腔异物,带血粘脓鼻涕
鼻腔异物,深侧鼻塞
鼻血管瘤,面部畸形
鼻血管瘤,突眼症
鼻血管瘤,鼻衄
鼻血管瘤,眼球移位
鼻血管瘤,反复鼻出血
鼻部穿通性毛囊炎,疼痛
鼻部穿通性毛囊炎,脓疱
鼻骨骨折,鼻梁低
鼻骨骨折,塌鼻梁
鼻骨骨折,鼻中隔或鼻腔内软骨暴露
鼻鼽,打喷嚏
鼻鼽,头痛
鼻鼽,鼻痒
鼻鼽,鼻塞
鼻鼽,流清涕
龋齿,嗳气时有腐败鸡蛋的气味
龋齿,牙齿萌出疼痛
龋齿,牙齿遇冷热痛
龋齿,牙根外露
龋齿,牙脱位
龋齿,牙齿黑斑
龋齿,牙齿异常
龋齿,咬痛
龋齿,牙齿颜色异常
龋齿,齿龈铅线
龙线虫病,头晕
龙线虫病,皮肤痛
龙线虫病,皮肤瘙痒
龙线虫病,疱疹
龙线虫病,恶心与呕吐
龙线虫病,溃疡
龟分枝杆菌感染,感染性发热
龟分枝杆菌感染,伤口感染
龟分枝杆菌感染,继发感染
龟头炎,尿道口有红斑和水肿
龟头炎,阴茎龟头橡皮肿
