外伤性食管穿孔,仰颈时吞咽困难
外伤性食管穿孔,食管梗阻
外伤性食管穿孔,呼吸异常
外伤性骨化性肌炎,石骨症
外伤性骨化性肌炎,骨痛
外伤性骨化性肌炎,软骨内骨化
外伤性骨化性肌炎,韧带骨化
外伤性骨化性肌炎,弥漫性腹部骨化
外伤相关性青光眼,视网膜脱离
外伤相关性青光眼,视网膜裂孔
外伤相关性青光眼,水肿
外伤相关性青光眼,晶状体混浊
外源性变应性肺泡炎,怕冷
外源性变应性肺泡炎,肺泡炎症
外源性变应性肺泡炎,咳嗽
外源性变应性肺泡炎,发烧
外源性变应性肺泡炎,乏力
外源性变应性肺泡炎,呼吸困难
外痔,炎性外痔
外痔,静脉曲张性外痔
外科淋巴管瘤,淋巴结肿大
外科淋巴管瘤,呼吸困难
外科颈动脉体瘤,头晕
外科颈动脉体瘤,呼吸困难
外科颈动脉体瘤,头痛
外科颈动脉体瘤,吞咽困难
外耳湿疹,外耳道狭窄
外耳湿疹,皮肤皲裂
外耳湿疹,耳痒
外耳湿疹,丘疹
外耳湿疹,瘙痒
外耳湿疹,脱屑
外耳道乳头状瘤,耳痛
外耳道疖肿,脓肿
外耳道疖肿,外耳道疼痛
外耳道疖肿,放射性疼痛
外耳道疖肿,耳流脓
外耳道疖肿,听力减退
外耳道疖肿,耳廓牵拉疼
外耳道疖肿,周身不适
外耳道真菌病,耳流脓
外耳道真菌病,真菌感染
外阴-阴道-牙龈综合征,阴道粘连
外阴-阴道-牙龈综合征,牙龈出血
外阴-阴道-牙龈综合征,阴道血性分泌物
外阴-阴道-牙龈综合征,性交困难
外阴-阴道-牙龈综合征,黏膜损害
外阴上皮样肉瘤,丘疹
外阴上皮样肉瘤,外阴皮肤肿胀
外阴上皮样肉瘤,结节
外阴丹毒,疼痛
外阴丹毒,恶寒
外阴丹毒,恶心与呕吐
外阴丹毒,头痛
外阴丹毒,腹股沟淋巴结肿大
外阴假上皮瘤样增生,鳞状上皮
外阴克罗恩病,多形红斑样皮疹
外阴前庭炎,尿后滴沥
外阴前庭炎,三联征
外阴前庭炎,红斑样皮疹
外阴前庭炎,尿频
外阴前庭炎,尿痛
外阴卡波西肉瘤,外阴肿胀
外阴卡波西肉瘤,淋巴结肿大
外阴卡波西肉瘤,结节
外阴卡波西肉瘤,外阴压痛
外阴卡波西肉瘤,丘疹
外阴大汗腺瘤,局部灼热
外阴大汗腺瘤,阴部灼热
外阴大汗腺瘤,疼痛
外阴大汗腺瘤,溃疡
外阴天疱疮,厌食
外阴天疱疮,疼痛
外阴天疱疮,水泡
外阴天疱疮,黏膜损害
外阴天疱疮,感觉过敏
外阴尤因肉瘤,外阴压痛
外阴平滑肌瘤,外阴下坠感
外阴平滑肌肉瘤,外阴肿胀
外阴平滑肌肉瘤,充血
外阴平滑肌肉瘤,阴道出血
外阴平滑肌肉瘤,结节
外阴平滑肌肉瘤,溃疡
外阴急性蜂窝组织炎,外阴皮肤肿胀
外阴急性蜂窝组织炎,会阴溃疡
外阴急性蜂窝组织炎,腹股沟淋巴结肿大
外阴急性蜂窝组织炎,发烧
外阴急性蜂窝组织炎,外阴烧灼刺激感
外阴恶性横纹肌样瘤,一侧阴囊内逐渐增大的无痛...
外阴恶性横纹肌样瘤,外阴肿胀
外阴恶性横纹肌样瘤,一侧阴囊内逐渐增大的无痛性肿块
外阴恶性横纹肌样瘤,腹股沟区可复性肿块
外阴恶性横纹肌样瘤,结节
外阴恶性横纹肌样瘤,囊性肿块
外阴恶性淋巴瘤,发烧
外阴恶性淋巴瘤,性交困难
外阴恶性淋巴瘤,皮肤瘙痒
外阴恶性淋巴瘤,阴道出血
外阴恶性淋巴瘤,外阴肿胀
外阴恶性神经鞘瘤,外阴肿胀
外阴恶性纤维组织细胞瘤,外阴幼稚
外阴恶性纤维组织细胞瘤,溃疡
外阴恶性纤维组织细胞瘤,外阴下坠感
外阴恶性纤维组织细胞瘤,外阴烧灼刺激感
外阴恶性颗粒细胞瘤,结节
外阴恶性颗粒细胞瘤,核分裂象增多
外阴早期浸润性鳞癌,小阴唇及前庭也有散在的白色圆形及环形丘疹
外阴早期浸润性鳞癌,结节
外阴早期浸润性鳞癌,丘疹
外阴横纹肌肉瘤,瘤细胞浸润
外阴横纹肌肉瘤,阴部溃疡
外阴横纹肌肉瘤,阴道出血
外阴汗腺腺癌,血性渗液
外阴汗腺腺癌,毛细血管扩张
外阴汗腺腺癌,脓性分泌物
外阴汗腺腺癌,外阴肿胀
外阴汗腺腺癌,皮下结节
外阴浸润性鳞癌,尿频
外阴浸润性鳞癌,排尿时外阴灼热、瘙痒或疼痛
外阴浸润性鳞癌,尿痛
外阴浸润性鳞癌,溃疡
外阴湿疹,会阴溃疡
外阴湿疹,腹股沟淋巴结肿大
外阴溃疡,腹股沟淋巴结肿大
外阴溃疡,发烧
外阴溃疡,脓血性白带
外阴溃疡,会阴溃疡
外阴溃疡,白带增多
外阴炎,性交困难
外阴炎,排尿时外阴灼热、瘙痒或疼痛
外阴炎,会阴溃疡
外阴炎,外阴烧灼刺激感
外阴炎,外阴皮肤肿胀
外阴烧伤、烫伤和化学损伤,阴道粘连甚至闭锁
外阴烧伤、烫伤和化学损伤,继发感染
外阴烧伤、烫伤和化学损伤,皮肤坏死
外阴烧伤、烫伤和化学损伤,红斑性烧伤
外阴烧伤、烫伤和化学损伤,水疱或大疱损害
外阴疖肿,疖肿
外阴疖肿,发烧
外阴疖肿,脓包
外阴疖肿,外阴皮肤肿胀
外阴疖肿,腹股沟淋巴结肿大
外阴疣状癌,疼痛
外阴疣状癌,腹股沟淋巴结肿大
外阴疣状癌,溃疡
外阴疣状癌,继发感染
外阴瘙痒,阵发性瘙痒
外阴瘙痒,剧痒
外阴瘙痒症,丘疹
外阴瘙痒症,肛门瘙痒
外阴瘙痒症,瘙痒
外阴癌,阴道脓性分泌物
外阴白化病,畏光流泪
外阴白化病,虹膜蓝色
外阴白色病变,外阴烧灼刺激感
外阴白色病变,外阴皮肤肿胀
外阴白色病变,阴部溃疡
外阴白色病变,外阴萎缩
外阴皮肤脂溢性皮炎,皮肤轻度糜烂
外阴皮肤脂溢性皮炎,红斑样皮疹
外阴皮肤脂溢性皮炎,鳞屑
外阴皮肤脂溢性皮炎,红斑鳞屑
外阴硬化性苔藓,外阴萎缩
外阴神经纤维瘤,囊性肿块
外阴神经纤维瘤,咖啡斑
外阴神经纤维瘤,色素沉着
外阴神经纤维瘤,盆腔肿块
外阴神经纤维瘤,皮下结节
外阴纤维肉瘤,外阴肿胀
外阴纤维肉瘤,外阴下坠感
外阴结核,局部淋巴结肿大
外阴结核,会阴溃疡
外阴结核,丘疹
外阴结核,结节
外阴结核,性交困难
外阴肿瘤,排便困难
外阴肿瘤,尿频
外阴肿瘤,性交困难
外阴肿瘤,疼痛
外阴肿瘤,尿痛
外阴肿瘤,结节
外阴脂肪肉瘤,溃疡
外阴脂肪肉瘤,进行性消瘦
外阴腺泡状软组织肉瘤,溃疡
外阴腺鳞癌,阴部溃疡
外阴腺鳞癌,溃疡
外阴良性肿瘤,外阴皮肤肿胀
外阴良性肿瘤,外阴肿胀
外阴良性肿瘤,外阴压痛
外阴良性肿瘤,外阴损伤
外阴色素痣,结节
外阴血管外皮细胞瘤,排尿时外阴灼热、瘙痒或疼...
外阴血管外皮细胞瘤,排尿时外阴灼热、瘙痒或疼痛
外阴血管外皮细胞瘤,外阴肿胀
外阴血管外皮细胞瘤,尿道的条索状肿块
外阴血管外皮细胞瘤,无痛性阴囊内肿块
外阴血管瘤,血管痣
外阴血管瘤,外阴肿胀
外阴表皮样囊肿,囊肿
外阴表皮样囊肿,外阴肿胀
外阴象皮肿,阴蒂肥大
外阴象皮肿,溃疡
外阴象皮肿,慢性溃疡
外阴象皮肿,脱屑
外阴象皮肿,疼痛
外阴象皮肿,坐立不安
外阴转移性癌,溃疡
外阴转移性癌,尿频
外阴转移性癌,尿痛
外阴转移性癌,排尿不畅
外阴转移性癌,结节
外阴软纤维瘤,外阴肿胀
外阴银屑病,丘疹
外阴银屑病,皮肤弥漫潮红
外阴银屑病,鳞屑
外阴银屑病,点状出血
外阴银屑病,脱屑
外阴银屑病,排尿疼痛
外阴银屑病,脓疱
外阴阴道性不孕,外阴萎缩
外阴阴道性不孕,阴道闭锁
外阴阴道性不孕,外阴幼稚
外阴阴道性不孕,阴道粘连甚至闭锁
外阴阴道性不孕,阴唇融合
外阴阿米巴病,溃疡分泌物恶臭
外阴隆凸性皮肤纤维肉瘤,溃疡
外阴隆凸性皮肤纤维肉瘤,放射性疼痛
外阴隆凸性皮肤纤维肉瘤,疼痛
外阴隆凸性皮肤纤维肉瘤,出血倾向
外阴隆凸性皮肤纤维肉瘤,结节
外阴黑色棘皮症,色素异常
多中心性网状组织细胞增生...,黏膜损害
多中心性网状组织细胞增生...,关节肿胀
多中心性网状组织细胞增生...,丘疹
多中心性网状组织细胞增生...,结节
多中心性网状组织细胞增生...,关节疼痛
多中心性网状组织细胞增生症,组织细胞增生
多发内生软骨瘤病,肢体短缩畸形
多发内生软骨瘤病,骨骼肿块
多发性内分泌肿瘤综合征Ⅰ...,头痛
多发性内分泌肿瘤综合征Ⅰ...,全身代谢低下
多发性内分泌肿瘤综合征Ⅰ型,月经期长痘
多发性内分泌肿瘤综合征Ⅰ型,全身代谢低下
多发性内分泌腺瘤Ⅱ型,血压高
多发性内分泌腺瘤Ⅱ型,甲状腺肿大
多发性内分泌腺瘤Ⅱ型,小脑-视网膜综合征
多发性大动脉炎,麻痹
多发性大动脉炎,气短
多发性大动脉炎,皮肤苍白
多发性大动脉炎,头痛
多发性大动脉炎,剧烈疼痛
多发性斑状色素沉着症,皮肤黑斑
多发性斑状色素沉着症,色素性皮损
多发性斑状色素沉着症,色素异常
多发性斑状色素沉着症,浅褐色色素斑
多发性末梢神经炎,四肢远端麻木、疼痛或异样感觉
多发性末梢神经炎,肌张力减低
多发性末梢神经炎,运动功能障碍
多发性末梢神经炎,植物神经功能障碍
多发性消化道息肉综合征,指（趾）甲颜色改变
多发性消化道息肉综合征,刺痛
多发性消化道息肉综合征,腹部不适
多发性消化道息肉综合征,肚子疼
多发性消化道息肉综合征,恶心与呕吐
多发性消化道息肉综合征,息肉
多发性硬化伴发的葡萄膜炎,眼前黑影
多发性硬化伴发的葡萄膜炎,逼尿肌无反射
多发性硬化伴发的葡萄膜炎,色觉异常
多发性神经炎,感觉过度
多发性神经炎,感觉障碍
多发性神经炎,膝腱反射消失
多发性神经炎,出汗异常
多发性肌炎,肌性肌无力
多发性肌炎-皮肌炎,水肿
多发性肌炎-皮肌炎,无力
多发性肌炎-皮肌炎,复视
多发性肌炎-皮肌炎,体重减轻
多发性肌炎-皮肌炎,食欲不振
多发性肌炎和皮肌炎伴发的...,意识朦胧状态
多发性脑膜瘤,颅神经麻痹
多发性脑膜瘤,恶心与呕吐
多发性脑膜瘤,乏力
多发性脑膜瘤,视力障碍
多发性脑膜瘤,色觉异常
多发性骨骺发育异常,手变短
多发性骨髓瘤,胸骨压痛
多发性骨髓瘤病肾病,脊髓受压
多发性骨髓瘤病肾病,骨骼停止发育
多发性骨髓瘤病肾病,肾钙化
多发性骨髓瘤病肾病,胸部隐痛
多发性骨髓瘤病肾病,细胞色素C氧化酶缺乏症
多发性骨髓瘤病肾病,溶骨性损害
多发性骨髓瘤病肾病,广泛性骨质疏松
多发性骨髓瘤病肾病,骨骼肿块
多发性骨髓瘤病肾病,皮肤老化
多发梗塞性痴呆,头晕
多发梗塞性痴呆,头痛
多发梗塞性痴呆,失眠
多发梗塞性痴呆,嗜睡
多发脑梗塞性精神障碍,记忆力障碍
多发脑梗塞性精神障碍,情绪不宁
多形性日光疹,丘疹
多形红斑,虹状红斑
多形红斑,口腔痛
多形红斑,口唇渗液
多形红斑,口腔糜烂
多房棘球蚴病,腹部肿块
多毛状小阴唇,大阴唇或肛门大小不等、质...
多毛状小阴唇,阴部溃疡
多毛状小阴唇,大阴唇或肛门大小不等、质软无压痛包块
多毛状小阴唇,毛发异常
多毛状小阴唇,丘疹
多毛症,毛发增生
多汗症,虚汗
多汗症,睡觉后全身大汗淋漓
多源性房性心动过速,心率增快
多源性房性心动过速,心慌
多源性房性心动过速,气急
多源性房性心动过速,鼻煽
多源性房性心动过速,咳嗽
多灶性脉络膜炎伴全葡萄膜...,老年人非病变性眼前飞蚊
多灶性脉络膜炎伴全葡萄膜...,夜盲
多灶性脉络膜炎伴全葡萄膜...,水肿
多灶性脉络膜炎伴全葡萄膜...,单眼眼前黑影
多灶性脉络膜炎伴全葡萄膜...,眼前黑影
多灶性脉络膜炎伴全葡萄膜炎,夜盲
多灶性运动神经病,肌性肌无力
多灶性运动神经病,腱反射异常
多灶性运动神经病,肌束震颤
多灶性运动神经病,肌肉萎缩
多灶性运动神经病,肩痛
多系统器官功能衰竭,呼吸窘迫综合症
多系统器官功能衰竭,肺实变
多系统器官功能衰竭,氮质血症
多系统器官功能衰竭,呼吸不规则
多系统器官功能衰竭,呼吸暂停
多系统器官功能衰竭,凝血障碍
多系统器官功能衰竭,湿啰音
多系统器官功能衰竭,呼吸困难
多系统器官功能衰竭,肺纹理增粗
多系统器官功能衰竭,血糖升高
多肾盏畸形,发烧
多重肺部感染,痰有恶臭味
多骨纤维发育不良,间歇性跛行
多骨纤维发育不良,皮质醇增多
多骨纤维发育不良,色素异常
多骨纤维发育不良,病理性骨折
多骨纤维发育不良,骨痛
多骨纤维发育不良,色素沉着
大便失禁,肛门反射减弱或消失
大动脉炎,上肢无力
大动脉炎,颈动脉搏动减弱或消失
大动脉炎,视力视野改变
大头瘟,头大畸形
大汗腺癌,囊样斑块
大汗腺癌,结节
大泡性角膜病变,羞明
大泡性角膜病变,眼内有异物感
大泡性角膜病变,角膜大小不等的透明水泡
大泡性角膜病变,眼痛
大泡性角膜病变,角膜异物
大疱性表皮松解,手足多汗
大网膜囊肿,胃重复畸形
大网膜囊肿,腹胀
大网膜囊肿,肚子疼
大网膜囊肿,上腹部包块
大网膜粘连综合征,腹胀
大网膜粘连综合征,肚子疼
大网膜肿瘤,肚子疼
大网膜肿瘤,腹胀
大网膜肿瘤,腹部肿块
大网膜肿瘤,体重减轻
大网膜肿瘤,腹水
大肠息肉,大便习惯改变
大肠息肉,大便粘腻
大肠息肉,肚子疼
大肠息肉,排便频率异常
大肠息肉,便血
大肠恶性淋巴瘤,结节状息肉样肿块
大肠恶性淋巴瘤,溃疡
大肠恶性淋巴瘤,息肉
大肠恶性淋巴瘤,结肠袋半月襞消失
大肠梗阻,恶心与呕吐
大肠梗阻,左上腹痛
大肠梗阻,肚子疼
大肠梗阻,脓血便
大肠梗阻,右上腹痛
大肠癌,皮肤转移
大肠癌,癌细胞逆行播散
大肠癌,大便变细形似铅笔
大肠类癌,阑尾周围脓肿
大肠类癌,肛门区红肿及痛性硬块
大肠脂肪瘤,脂肪组织增生肥大
大肠脂肪瘤,肠壁水肿增厚
大肠脂肪瘤,肠闭锁
大肠脂肪瘤,肠蠕动减慢
大肠脂肪瘤,大便习惯改变
大肠脂肪瘤,结节状息肉样肿块
大肠脂肪瘤,便血鲜红
大肠脂肪瘤,空肠憩室
大肠脂肪瘤,脂肪浸润
大肠脂肪瘤,便血
大肠脂肪瘤,啤酒肚
大肠腺瘤,肚子疼
大肠腺瘤,便血
大肠腺瘤,排便频率异常
大肠血管瘤,肠闭锁
大肠血管瘤,血管畸形
大肠血管瘤,肠蠕动减慢
大肠血管瘤,便血
大肠血管瘤,大肠黑变
大肠血管瘤,便血鲜红
大肠血管瘤,胎痣
大肠血管瘤,结节状息肉样肿块
大脑大静脉瘤,心脏肥大
大脑大静脉瘤,脑缺血
大脑大静脉瘤,癫痫和癫痫样发作
大脑大静脉瘤,收缩期杂音
大脑大静脉瘤,头痛
大脑镰旁脑膜瘤,肢体障碍
大脑镰旁脑膜瘤,癫痫和癫痫样发作
大脑镰旁脑膜瘤,排尿障碍
大量羊水吸入,胎儿窘迫
大量羊水吸入,紫绀
大量羊水吸入,啰音
大量羊水吸入,呼吸困难
大颗粒淋巴细胞白血病,面部皮肤有结节状增生
大颗粒淋巴细胞白血病,反复感染
大颗粒淋巴细胞白血病,肝肿大
大颗粒淋巴细胞白血病,脾肿大
大颗粒淋巴细胞白血病,夜间盗汗
大颗粒淋巴细胞白血病,感染性发热
大骨节病,膝内翻
天冬氨酰葡萄糖胺尿症,异常矮小
天冬氨酰葡萄糖胺尿症,言语紊乱
天冬氨酰葡萄糖胺尿症,智力发育迟缓
天冬氨酰葡萄糖胺尿症,肝肿大
天冬氨酰葡萄糖胺尿症,反复上呼吸道感染
天疤疮,皮肤水疱，后形成黑色干痂
天疱疮,脓疱
天花,痘疮
天花,猩红热样皮疹
太阳中风,全头痛
太阳中风,多汗恶风
太阳中风,颈性头痛
太阳病,头痛
失盐性肾炎,肾小球滤过率下降
失盐性肾炎,食欲不振
失盐性肾炎,夜尿增多
失盐性肾炎,皮肤色素沉着呈青铜色
失盐性肾炎,多尿
失眠症,频繁性惊醒
失眠症,继发性失眠
失认症,视觉失认
失认症,面容失认
失认症,空间感知障碍
失认症,颜色失认症
失认症,幻觉
头-面血管瘤综合征,血管痣
头-面血管瘤综合征,血管畸形
头-面血管瘤综合征,癫痫和癫痫样发作
头-面血管瘤综合征,偏瘫
头-面血管瘤综合征,颅内钙化
头皮及颅骨烧伤,状颅皮
头皮及颅骨烧伤,恶心与呕吐
头皮及颅骨烧伤,氰化物烧伤及合并中毒
头皮及颅骨烧伤,巨大颅骨缺损
头皮及颅骨烧伤,中度烧伤
头皮及颅骨烧伤,头颅骨病变
头皮及颅骨烧伤,红斑性烧伤
头皮及颅骨烧伤,烧伤创面苍白或焦黄炭化
头皮感染,发烧
头皮感染,头皮坏死
头皮感染,头皮痒
头皮感染,淋巴结肿大
头皮损伤,皮下血肿
头皮损伤,头皮下血肿
头皮脓疱糜烂性皮病,头皮结痂
头皮脓疱糜烂性皮病,脓疱
头皮血肿,外伤性出血
头皮血肿,软组织肿胀
头皮血肿,压痛
头皮血肿,疼痛
头皮血肿,皮下血肿
夹色伤寒,吞咽干食物时胸骨后有阻塞...
夹色伤寒,头痛
夹色伤寒,口燥咽干
夹色伤寒,胸闷
夹色伤寒,恶寒
夹色伤寒,发烧
夹阴伤寒,术后腹胀
夹阴伤寒,胃脘饱胀
夹阴伤寒,产后下腹坠痛或阴道坠胀感
夹阴伤寒,摸空症
夹阴伤寒,肠穿孔
奈瑟卡他球菌肺炎,反复肺炎
奈瑟卡他球菌肺炎,发烧
奈瑟卡他球菌肺炎,胸痛
奈瑟卡他球菌肺炎,咳嗽
奈瑟卡他球菌肺炎,啰音
奈瑟卡他球菌肺炎,咳痰
奋森咽峡炎,关节疼痛
奋森咽峡炎,咽痛
奋森咽峡炎,头痛
奋森咽峡炎,吞咽困难
奋森咽峡炎,周身不适
奔豚气,气急
奔豚气,烦躁不安
奔豚气,肚子疼
奔豚气,心悸
奔豚气,胸闷
女子梦交,精神恍惚
女子梦交,多梦
女子梦交,肚子疼
女子梦交,头痛
女子梦交,头晕
女子颜面黑变病,斑丘疹
女子颜面黑变病,皮肤潮红肿胀
女子颜面黑变病,瘙痒
女子颜面黑变病,皮肤瘙痒
女子颜面黑变病,丘疹
女性尖锐湿疣,外阴鳞状上皮疣状增生
女性尿瘘,膀胱阴道瘘
女性尿瘘,肛周皮肤有湿疹
女性急性淋病,尿道烧灼感
女性性早熟,乳房早发育
女性性早熟,阴毛早发育
女性性高潮障碍,性欲减退
女性慢性淋病,腰酸背痛
女性慢性淋病,白带增多
女性慢性淋病,下腹坠胀
女性生殖道多部位原发癌,腹部不适
女性生殖道多部位原发癌,下腹部包块
女性生殖道多部位原发癌,阴道出血
女性生殖道多部位原发癌,腹胀
女性的青春期延迟,青春期胸部发育缓慢
奶癣,黄色发亮结痂
奶癣,红斑样皮疹
奶麻,高热
奶麻,丘疹
妄想症,被窃或疑病妄想
妄想症,偏执性妄想
妄想症,被害妄想
妄想症,酒精中毒性嫉妒妄想
妇产科静脉血栓病,静脉血栓
妇产科静脉血栓病,发绀
妇产科静脉血栓病,低氧血症
妇产科静脉血栓病,疼痛
妇产科静脉血栓病,盆腔包块
妇产科静脉血栓病,局部静脉压痛
妇产科静脉血栓病,颈静脉怒张
妇女多毛症,阴蒂肥大
妇女雄激素源性秃发,全秃
妇女雄激素源性秃发,毛发异常
妊娠中毒症,蛋白尿
妊娠中毒症,头晕
妊娠中毒症,头痛
妊娠中毒症,水肿
妊娠合并偏头痛,搏动性头痛
妊娠合并偏头痛,幻觉
妊娠合并偏头痛,眼前冒金花
妊娠合并偏头痛,面色苍白
妊娠合并偏头痛,眼眶疼痛
妊娠合并再生障碍性贫血,孕妇头晕
妊娠合并再生障碍性贫血,孕妇乏力
妊娠合并再生障碍性贫血,孕妇胸闷气短
妊娠合并再生障碍性贫血,孕妇贫血
妊娠合并哮喘,咳嗽
妊娠合并哮喘,呼吸困难
妊娠合并哮喘,胸闷
妊娠合并哮喘,喘息
妊娠合并哮喘,孕妇胸闷气短
妊娠合并多囊肾,孕产妇腰痛
妊娠合并多囊肾,脓尿
妊娠合并多囊肾,妊娠蛋白尿
妊娠合并多囊肾,妊娠期高血压
妊娠合并多囊肾,孕妇腹部硬块
妊娠合并多囊肾,尿频
妊娠合并宫颈癌,先兆流产
妊娠合并宫颈癌,阴道分泌物增多
妊娠合并宫颈癌,大腿外侧痛
妊娠合并宫颈癌,阴道出血
妊娠合并宫颈癌,阴道持续流血不停
妊娠合并尖锐湿疣,乳头样增生变化
妊娠合并心室间隔缺损,孕妇气喘
妊娠合并心室间隔缺损,孕妇胸闷气短
妊娠合并心室间隔缺损,收缩期反流性杂音
妊娠合并心室间隔缺损,舒张期哈气样杂音
妊娠合并心室间隔缺损,心脏杂音
妊娠合并急性肾盂肾炎,高热寒战
妊娠合并急性胰腺炎,脐周皮肤青紫色斑
妊娠合并急性胰腺炎,孕妇非妊娠原因的腹痛
妊娠合并急性胰腺炎,上腹及腰背部有“束带感”
妊娠合并急性胰腺炎,腹胀
妊娠合并急性胰腺炎,上腹部疼痛
妊娠合并急性膀胱炎,膀胱刺激症
妊娠合并急性膀胱炎,妊娠期间小便不通
妊娠合并急性膀胱炎,尿频
妊娠合并急性膀胱炎,膀胱痉挛
妊娠合并急性阑尾炎,阑尾穿孔
妊娠合并慢性肾上腺皮质功...,皮肤粘膜色素斑
妊娠合并慢性肾上腺皮质功能减退,孕妇仰卧位低血压
妊娠合并支原体感染,阴道不规则出血
妊娠合并水痘感染,孕妇皮肤过敏
妊娠合并水痘感染,肢体短缩畸形
妊娠合并水痘感染,水痘样皮疹
妊娠合并水痘感染,假性宫缩
妊娠合并消化性溃疡,恶心与呕吐
妊娠合并消化性溃疡,反酸
妊娠合并消化性溃疡,钝痛
妊娠合并消化性溃疡,嗳气
妊娠合并消化性溃疡,上腹部疼痛
妊娠合并淋巴瘤,发烧
妊娠合并淋巴瘤,淋巴结肿大
妊娠合并淋巴瘤,厌食
妊娠合并淋巴瘤,消瘦
妊娠合并淋巴瘤,乏力
妊娠合并生殖道沙眼衣原体...,下腹痛
妊娠合并生殖道沙眼衣原体...,宫颈黏液脓性分泌物
妊娠合并生殖道沙眼衣原体感染,宫颈黏液脓性分泌物
妊娠合并甲状旁腺功能亢进,一侧腰腹突发“刀割”样绞...
妊娠合并甲状旁腺功能亢进,胃酸过多
妊娠合并甲状旁腺功能减退,抑郁
妊娠合并甲状腺功能亢进,甲状腺肿大
妊娠合并甲状腺功能亢进,突眼症
妊娠合并甲状腺功能亢进,高代谢征群
妊娠合并甲状腺功能亢进,恶心与呕吐
妊娠合并甲状腺功能亢进,心动过速
妊娠合并甲状腺功能减退,疲乏
妊娠合并甲状腺功能减退,孕妇乏力
妊娠合并甲状腺功能减退,面部浮肿
妊娠合并甲状腺功能减退,抑郁
妊娠合并甲状腺功能减退,无力
妊娠合并癫痫,孕期眼睛干燥
妊娠合并癫痫,癫痫的全身强直-阵挛发作
妊娠合并癫痫,癫痫的单纯部分性发作
妊娠合并癫痫,癫痫的失神发作
妊娠合并癫痫,癫痫的复杂部分性发作
妊娠合并白血病,皮肤出血点
妊娠合并皮质醇增多症,向心性肥胖
妊娠合并皮质醇增多症,满月脸
妊娠合并皮质醇增多症,皮肤紫纹
妊娠合并皮质醇增多症,乏力
妊娠合并硬皮病,局部皮肤变紧
妊娠合并类风湿关节炎,关节疼痛
妊娠合并糖尿病,贪食
妊娠合并糖尿病,体重减轻
妊娠合并糖尿病,妊娠毒血症
妊娠合并红细胞增多症,妊娠期高血压
妊娠合并缺铁性贫血,食欲下降
妊娠合并缺铁性贫血,红细胞分布宽度偏低
妊娠合并缺铁性贫血,面色苍白
妊娠合并缺铁性贫血,孕妇头晕
妊娠合并缺铁性贫血,皮肤干燥
妊娠合并缺铁性贫血,心悸
妊娠合并肠梗阻,腹胀
妊娠合并肠梗阻,孕妇非妊娠原因的腹痛
妊娠合并肠梗阻,停止排气
妊娠合并肠梗阻,排便障碍
妊娠合并肠梗阻,胃肠气胀
妊娠合并肺栓塞,急性疼痛
妊娠合并肺栓塞,右心衰竭
妊娠合并肺栓塞,呼吸困难
妊娠合并肺栓塞,面色苍白
妊娠合并肺栓塞,出冷汗
妊娠合并肺炎,咳铁锈色痰
妊娠合并肺炎,头痛
妊娠合并肺炎,呼吸音低
妊娠合并肺炎,湿啰音
妊娠合并肺炎,肌痛
妊娠合并肺炎,咳痰
妊娠合并肺炎,胸痛
妊娠合并肺结核,孕妇乏力
妊娠合并肾病综合征,脉压小
妊娠合并肾病综合征,妊娠蛋白尿
妊娠合并肾病综合征,血浆胆固醇水平高
妊娠合并肾病综合征,踝部凹陷性水肿
